"release","SIY","SCF","ADCS"
"0","","0.375","2.625"
"1","","0.3194444444444444","2.5555555555555554"
"2","","0.3055555555555556","2.4444444444444446"
"3","","0.3194444444444444","2.5555555555555554"
"4","","0.3194444444444444","2.5555555555555554"
"5","","0.3333333333333333","2.6666666666666665"
"6","","0.3333333333333333","2.6666666666666665"
"7","","0.3194444444444444","2.5555555555555554"
"8","","0.3472222222222222","2.7777777777777777"
"9","","0.3472222222222222","2.7777777777777777"
"10","","0.3611111111111111","2.888888888888889"
"11","","0.3611111111111111","2.888888888888889"
"12","","0.3611111111111111","2.888888888888889"
"13","","0.3611111111111111","2.888888888888889"
"14","","0.3611111111111111","2.888888888888889"
"15","","0.375","3.0"
"16","","0.375","3.0"
